nombre,tipo_elec,onomastico,suplente,edo,ent,ent_2,correo,ext
Dip. Maria Beatriz Lopez Chavez,Representacion proporcional,18-ago-73,Mercedes Sanchez Garcia,Ciudad de Mexico,Circunscripcion:4,L-442,beatriz.lopez@diputados.gob.mx,61258
Dip. Samuel Calderon Medina,Representacion proporcional,27-dic-51,Amando Embarcadero Perez,Morelos,Circunscripcion:4,F-178,samuel.calderon@diputados.gob.mx,61352
Dip. Rocio del Pilar Villarauz Martinez,Representacion proporcional,12-dic-77,--- --- ---,Ciudad de Mexico,Circunscripcion:4,F-185,rocio.villarauz@diputados.gob.mx,61248
Dip. David Bautista Rivera,Representacion proporcional,27-mar-81,Benjamin Garcia Vazquez,Puebla,Circunscripcion:4,B-042,david.bautista@diputados.gob.mx,61551
Dip. Brenda Espinoza Lopez,Representacion proporcional,19-jun-88,Rocio Carolina Pozos Ponce,Morelos,Circunscripcion:4,F-180,brenda.espinoza@diputados.gob.mx,61268
Dip. Moises Ignacio Mier Velazco,Representacion proporcional,04-ene-61,Jose Alfonso Suarez Del Real  Y Aguilera,Puebla,Circunscripcion:4,I-309,moises.mier@diputados.gob.mx,1862
Dip. Leticia Diaz Aguilar,Representacion proporcional,20-mar-64,Ana Lilia Flores Galindo,Ciudad de Mexico,Circunscripcion:4,K-398,leticia.diaz@diputados.gob.mx,61280
Dip. Lucio Ernesto Palacios Cordero,Representacion proporcional,07-jul-77,Jose Alejandro Esquivel Diaz,Ciudad de Mexico,Circunscripcion:4,H-267,ernesto.palacios@diputados.gob.mx,61298
Dip. Gabriela Cuevas Barron,Representacion proporcional,03-abr-79,Brenda Estefan Martinez,Ciudad de Mexico,Circunscripcion:4,E-144,gabriela.cuevas@diputados.gob.mx,61300
Dip. Lucio De Jesus Jimenez,Representacion proporcional,15-dic-70,Juan Manuel Hernandez Cruz,Ciudad de Mexico,Circunscripcion:4,E-143,lucio.dejesus@diputados.gob.mx,61270
Dip. Susana Beatriz Cuaxiloa Serrano,Representacion proporcional,19-ene-52,Maria Esther Gonzalez Avendano,Puebla,Circunscripcion:4,C-071,susana.cuaxiloa@diputados.gob.mx,61545
Dip. Porfirio Munoz Ledo,Representacion proporcional,23-jul-33,Jose Agustin Ortiz Pinchetti,Ciudad de Mexico,Circunscripcion:4,H-273,porfirio.munozledo@diputados.gob.mx,59486
Dip. Idalia Reyes Miguel,Representacion proporcional,15-ago-76,Nachelli Soria Morales,Guerrero,Circunscripcion:4,C-069,idalia.reyes@diputados.gob.mx,61336
Dip. Manuel Huerta Martinez,Representacion proporcional,02-dic-63,Vicente Paul Espinosa Guadarrama,Guerrero,Circunscripcion:4,D-102,mhuerta.martinez@diputados.gob.mx,61338
Dip. Adela Pina Bernal,Representacion proporcional,28-dic-64,Esther Giles Morales,Ciudad de Mexico,Circunscripcion:4,I-312,adela.pina@diputados.gob.mx,61260
Dip. Maximino Alejandro Candelaria,Representacion proporcional,08-ene-77,Luis Alfredo Ortiz Pantoja,Ciudad de Mexico,Circunscripcion:4,G-223,maximino.alejandro@diputados.gob.mx,61254
Dip. Lucia Flores Olivo,Representacion proporcional,09-abr-65,Gisela Barrera Badillo,Ciudad de Mexico,Circunscripcion:4,L-441,lucia.flores@diputados.gob.mx,61296
Dip. Agustin Reynaldo Huerta Gonzalez,Representacion proporcional,07-may-62,Juan Pablo Gonzalez Lima,Puebla,Circunscripcion:4,C-072,agustin.huerta@diputados.gob.mx,61549
Dip. Silvano Garay Ulloa,Representacion proporcional,10-feb-59,--- --- ---,Tlaxcala,Circunscripcion:4,F-201,silvano.garay@diputados.gob.mx,62014
Dip. Ivan Arturo Rodriguez Rivera (LICENCIA),Representacion proporcional,02-may-74,Mario Manuel Sanchez Villafuerte(en funciones),Mexico,Circunscripcion:5,E-126,ivan.rodriguez@diputados.gob.mx,59916
Dip. Laura Angelica Rojas Hernandez,Representacion proporcional,26-dic-75,Beatriz Balanzar Sanchez,Mexico,Circunscripcion:5,A-002,laura.rojas@diputados.gob.mx,59887
Dip. Jorge Luis Preciado Rodriguez,Representacion proporcional,09-ago-72,Oscar Carlos Zurroza Barrera,Colima,Circunscripcion:5,K-374,jorge.preciado@diputados.gob.mx,57233
Dip. Maria Liduvina Sandoval Mendoza,Representacion proporcional,24-ene-76,Elena Gabriela Ocon Corona,Colima,Circunscripcion:5,G-206,liduvina.sandoval@diputados.gob.mx,59888
Dip. Adolfo Torres Ramirez,Representacion proporcional,18-nov-80,Armando Aviles Garcia,Michoacan,Circunscripcion:5,E-128,adolfo.torres@diputados.gob.mx,59892
Dip. Gloria Romero Leon,Representacion proporcional,25-ene-64,Gloria Isabel Vite Cruz,Hidalgo,Circunscripcion:5,I-290,gloria.romero@diputados.gob.mx,59884
Dip. Carlos Torres Pina,Representacion proporcional,01-mar-79,Alejandro Mendoza Olvera,Michoacan,Circunscripcion:5,L-428,ctorres.pina@diputados.gob.mx,58046
Dip. Monica Bautista Rodriguez,Representacion proporcional,13-feb-76,Maria Isabel Monroy Garcia,Mexico,Circunscripcion:5,M-462,monica.bautista@diputados.gob.mx,55162
Dip. Javier Salinas Narvaez,Representacion proporcional,22-nov-65,Efrain Garcia Becerra,Mexico,Circunscripcion:5,L-454,javier.salinas@diputados.gob.mx,61711
Dip. Jacobo David Cheja Alfaro,Representacion proporcional,08-oct-65,Erick Jair Miranda Hernandez,Mexico,Circunscripcion:5,C-058,jacobo.cheja@diputados.gob.mx,62610
Dip. Ruth Salinas Reyes,Representacion proporcional,19-feb-85,Miriam Alejandra Cedillo Conde,Mexico,Circunscripcion:5,E-131,ruth.salinas@diputados.gob.mx,62654
Dip. Enrique Ochoa Reza,Representacion proporcional,01-sep-72,Fernando Elias Calles Alvarez,Michoacan,Circunscripcion:5,G-215,enrique.ochoa@diputados.gob.mx,59452
Dip. Ana Lilia Herrera Anzaldo,Representacion proporcional,29-ago-71,Laura Isabel Hernandez Pichardo,Mexico,Circunscripcion:5,E-134,ana.herrera@diputados.gob.mx,59454
Dip. Luis Enrique Miranda Nava,Representacion proporcional,04-feb-65,Paulo Cesar Juarez Segura,Mexico,Circunscripcion:5,F-174,luis.miranda@diputados.gob.mx,59476
Dip. Marcela Guillermina Velasco Gonzalez,Representacion proporcional,25-jun-52,Ma. Dina Herrera Soto,Mexico,Circunscripcion:5,G-217,marcela.velasco@diputados.gob.mx,59514
Dip. Brasil Alberto Acosta Pena,Representacion proporcional,21-jun-70,Santiago Alberto Ruiz Francisco,Mexico,Circunscripcion:5,I-301,brasil.acosta@diputados.gob.mx,59512
Dip. Ximena Puente De La Mora,Representacion proporcional,12-mar-77,Viviana Cristal Mondragon Lazo,Colima,Circunscripcion:5,B-034,ximena.puente@diputados.gob.mx,59434
Dip. Ernesto Javier Nemer Alvarez (LICENCIA),Representacion proporcional,17-jul-61,Oscar Jimenez Rayon(en funciones),Mexico,Circunscripcion:5,G-217,ernesto.nemer@diputados.gob.mx,59474
Dip. Laura Barrera Fortoul,Representacion proporcional,10-may-76,Brenda Liz Palomares Mendez,Mexico,Circunscripcion:5,J-343,laura.barrera@diputados.gob.mx,59440
Dip. Alejandro Viedma Velazquez,Representacion proporcional,11-nov-91,Emilio Acosta Martinez,Mexico,Circunscripcion:5,I-316,alejandro.viedma@diputados.gob.mx,61416
Dip. Leticia Mariana Gomez Ordaz,Representacion proporcional,06-mar-83,Martha Ramirez Bravo,Mexico,Circunscripcion:5,G-213,leticia.gomez@diputados.gob.mx,59612
Dip. Jesus Sergio Alcantara Nunez,Representacion proporcional,21-jun-65,Fernando Danel Villareal,Mexico,Circunscripcion:5,I-295,jesus.alcantara@diputados.gob.mx,59614
Dip. Socorro Bahena Jimenez,Representacion proporcional,10-ago-88,Eugenia Flores Fuentes,Mexico,Circunscripcion:5,F-192,socorro.bahena@diputados.gob.mx,61470
Dip. Pedro Daniel Abasolo Sanchez,Representacion proporcional,03-feb-91,Carlos Alejandro Mendoza Alvarez,Mexico,Circunscripcion:5,G-232,pedro.abasolo@diputados.gob.mx,61424
Dip. Reyna Celeste Ascencio Ortega,Representacion proporcional,05-ene-93,Carolina Rangel Gracida,Michoacan,Circunscripcion:5,K-400,reyna.ascencio@diputados.gob.mx,61130
Dip. Hirepan Maya Martinez,Representacion proporcional,02-dic-77,Miguel Angel Sandoval Rodriguez,Michoacan,Circunscripcion:5,K-401,hirepan.maya@diputados.gob.mx,61126
Dip. Susana Cano Gonzalez,Representacion proporcional,02-jun-49,Maria Guadalupe Roldan Gonzalez,Mexico,Circunscripcion:5,H-276,susana.cano@diputados.gob.mx,61418
Dip. Horacio Duarte Olivares (LICENCIA),Representacion proporcional,05-nov-71,Sergio Carlos Gutierrez Luna(en funciones),Mexico,Circunscripcion:5,I-308,horacio.duarte@diputados.gob.mx,61432
Dip. Juana Carrillo Luna,Representacion proporcional,24-jun-63,Talia Del Carmen Vazquez Alatorre,Mexico,Circunscripcion:5,F-190,juana.carrillo@diputados.gob.mx,61496
Dip. Sergio Perez Hernandez,Representacion proporcional,08-oct-77,Ventura Garcia Hernandez,Mexico,Circunscripcion:5,H-275,sergio.perez@diputados.gob.mx,61464
Dip. Maria Marivel Solis Barrera,Representacion proporcional,03-ene-59,--- --- ---,Hidalgo,Circunscripcion:5,C-073,maria.solis@diputados.gob.mx,61740
Dip. Marco Antonio Gonzalez Reyes,Representacion proporcional,07-nov-80,Raul Diaz Jimenez,Mexico,Circunscripcion:5,G-228,marcoantoniogonzalez@diputados.gob.mx,61472
Dip. Julieta Garcia Zepeda (LICENCIA),Representacion proporcional,20-mar-65,Isaina Sarahi Renteria Infante(en funciones),Michoacan,Circunscripcion:5,I-320,julieta.garcia@diputados.gob.mx,61116
Dip. Hugo Rafael Ruiz Lustre,Representacion proporcional,22-ago-65,Alejandro Canek Vazquez Gongora,Hidalgo,Circunscripcion:5,A-017,hugo.ruiz@diputados.gob.mx,58025
Dip. Maria Guadalupe Edith Castaneda Ortiz,Representacion proporcional,12-dic-65,Viridiana Rojas Portuguez,Mexico,Circunscripcion:5,D-108,edith.castaneda@diputados.gob.mx,61498
Dip. Francisco Javier Ramirez Navarrete,Representacion proporcional,03-ene-88,Isaias Gomez Vences,Mexico,Circunscripcion:5,H-271,javier.ramirez@diputados.gob.mx,61420
Dip. Maria Chavez Perez,Representacion proporcional,15-ago-63,Ana Santillan Mendez,Michoacan,Circunscripcion:5,J-359,mchavez.perez@diputados.gob.mx,61136
Dip. Agustin Garcia Rubio,Representacion proporcional,05-jun-73,Gustavo Arciga Torres,Michoacan,Circunscripcion:5,J-357,agustin.garcia@diputados.gob.mx,61128
Dip. Edith Marisol Mercado Torres,Representacion proporcional,15-sep-86,Yuridia Elizabeth Castillo Correa,Mexico,Circunscripcion:5,G-229,edith.mercado@diputados.gob.mx,61476
Dip. Reginaldo Sandoval Flores,Representacion proporcional,14-may-67,--- --- ---,Michoacan,Circunscripcion:5,A-023,reginaldo.sandoval@diputados.gob.mx,62002
